597 1776 4053 9085 20121 32077 57186 124209 268366 737535 900017 1065032 
355 1459 3601 8366 18936 30507 54662 119307 258027 711027 865966 1025670 
360 1446 3333 7986 18309 29280 52866 115931 253020 695582 850309 1008464 
