1012 3131 7269 16521 36968 59170 106061 231913 503780 1392552 1700836 2014401 
607 2568 6427 15114 34545 55944 100788 221393 481598 1335184 1627557 1929498 
633 2615 6107 14749 34041 54744 99133 218762 478692 1325813 1622318 1924502 
